model_dir_id,num_params,training_data,arch,arch_family,arch_group,extra_annotations,top1_val_acc,top1_val_acc_subset_200,imagenet_top1_val_acc,imagenet_mla_val_acc,num_all_samples,num_group_samples,num_group_correct,num_all_top1_errors,num_group_top1_errors,mla_all,mla_all_minor_error,mla_all_explainable_error,mla_group,mla_group_minor_error,mla_group_explainable_error,num_collapsed_mappings,num_ambiguous,num_same_superclass,num_common_co_occ,num_non_prototypical,num_OOV_clip,num_not_classified
timm--efficientnetv2_rw_t.ra2_in1k,13649388,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],7.76,16.786666666666665,81.38,90.50817204939922,7500,7500,582,6918,6918,8.839863789873736,32.9263530429659,34.14739700909061,8.839863789873736,32.9263530429659,34.14739700909061,4,0,781,60,0,839,5234
timm--eva02_base_patch14_448.mim_in22k_ft_in1k,87117544,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],55.36,77.46666666666667,88.252,96.7642380130193,7500,7500,4152,3348,3348,52.76496658932469,73.85699211765932,75.26707435443954,52.76496658932469,73.85699211765932,75.26707435443954,15,0,884,78,0,637,1734
timm--eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,87117544,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],53.13333333333333,76.84,88.69399999999999,96.97265015857921,7500,7500,3985,3515,3515,53.660444024319034,73.46563006633546,74.84529914477396,53.660444024319034,73.46563006633546,74.84529914477396,18,0,887,77,0,594,1939
timm--eva02_large_patch14_448.mim_in22k_ft_in1k,305080232,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],66.92,86.17333333333333,89.62,97.47677676468722,7500,7500,5019,2481,2481,64.12875925895862,81.61792149345254,83.0114395947186,64.12875925895862,81.61792149345254,83.0114395947186,12,0,736,76,0,491,1166
timm--eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,305080232,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],66.88,87.88,89.96,97.74740687030572,7500,7500,5016,2484,2484,65.78134424669678,82.77938272982718,83.93518733257677,65.78134424669678,82.77938272982718,83.93518733257677,12,0,720,68,0,472,1212
timm--eva02_large_patch14_448.mim_m38m_ft_in1k,305080232,Merged (38M),eva,transformer,EVA,['Self-Supervised Learning'],67.96,87.06666666666666,89.578,97.48103041351524,7500,7500,5097,2403,2403,65.54135872099148,82.65776706592997,84.05569284071805,65.54135872099148,82.65776706592997,84.05569284071805,19,0,726,74,0,484,1100
timm--eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,305080232,Merged (38M),eva,transformer,EVA,['Self-Supervised Learning'],67.09333333333333,88.18666666666667,90.054,97.79623746652416,7500,7500,5032,2468,2468,66.66730210573061,82.96738697954589,84.0399938186566,66.66730210573061,82.96738697954589,84.0399938186566,18,0,736,66,0,438,1210
timm--eva02_small_patch14_336.mim_in22k_ft_in1k,22129000,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],30.346666666666668,51.13333333333333,85.72,94.21840755520748,7500,7500,2276,5224,5224,29.07682102740003,55.258253968672435,56.61068941629068,29.07682102740003,55.258253968672435,56.61068941629068,15,0,1042,73,0,858,3236
timm--eva02_tiny_patch14_336.mim_in22k_ft_in1k,5756584,ImageNet-21k (14M),eva,transformer,EVA,['Self-Supervised Learning'],11.8,24.186666666666667,80.63,89.71610336945511,7500,7500,885,6615,6615,11.39438319479275,36.52777354311989,37.76937353476602,11.39438319479275,36.52777354311989,37.76937353476602,6,0,868,61,0,847,4833
timm--eva_giant_patch14_224.clip_ft_in1k,1012555112,LAION-400M (400M),eva,transformer,EVA,"['Self-Supervised Learning', 'CLIP Training']",61.586666666666666,81.2,88.884,97.20708780813301,7500,7500,4619,2881,2881,58.79199219915744,77.97694764447506,79.57751823859547,58.79199219915744,77.97694764447506,79.57751823859547,11,0,841,79,0,540,1410
