idx,model_id,source,arch,arch_group,arch_family,dataset,extra_annotations
941,xcit_small_12_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
942,xcit_small_12_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
943,xcit_small_12_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
944,xcit_small_12_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
945,xcit_small_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
946,xcit_small_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
947,xcit_small_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
948,xcit_small_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
949,xcit_small_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
950,xcit_small_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
951,xcit_tiny_12_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
952,xcit_tiny_12_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
953,xcit_tiny_12_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
954,xcit_tiny_12_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
955,xcit_tiny_12_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
956,xcit_tiny_12_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
957,xcit_tiny_24_p16_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
958,xcit_tiny_24_p16_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
959,xcit_tiny_24_p16_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
960,xcit_tiny_24_p8_224.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
961,xcit_tiny_24_p8_224.fb_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,[]
962,xcit_tiny_24_p8_384.fb_dist_in1k,timm,xcit,XCiT,transformer,ImageNet-1k,['Distillation']
